,drug_name,drug_id,target_name,target_id,disease_name,disease_id,knowledge_source_r1,knowledge_source_r2
1638,paroxetine,CHEBI:7936,CHRM2,NCBIGene:1129,major depressive disorder,MONDO:0002009,infores:uniprot,infores:drugcentral
1639,paroxetine,CHEBI:7936,CHRM2,NCBIGene:1129,major depressive disorder,MONDO:0002009,therapeutic_target_database,infores:drugcentral
1640,fluoxetine,CHEBI:5118,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:omim,infores:drugcentral
1641,fluoxetine,CHEBI:5118,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1642,fluoxetine,CHEBI:5118,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1643,fluoxetine,CHEBI:5118,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1644,fluoxetine,CHEBI:5118,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1645,fluoxetine,CHEBI:5118,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1646,fluoxetine,CHEBI:5118,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1647,fluoxetine,CHEBI:5118,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1648,fluoxetine,CHEBI:5118,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1649,fluoxetine,CHEBI:5118,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1650,fluoxetine,CHEBI:5118,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1651,fluoxetine,CHEBI:5118,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1652,fluoxetine,CHEBI:5118,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1653,fluoxetine,CHEBI:5118,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1654,fluoxetine,CHEBI:5118,CYP2C19,NCBIGene:1557,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1655,fluoxetine,CHEBI:5118,CYP2C9,NCBIGene:1559,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1656,fluoxetine,CHEBI:5118,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1657,fluoxetine,CHEBI:5118,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1658,fluoxetine,CHEBI:5118,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1659,fluoxetine,CHEBI:5118,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1660,fluoxetine,CHEBI:5118,ALB,NCBIGene:213,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1661,fluoxetine,CHEBI:5118,ABCB1,NCBIGene:5243,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1662,bupropion,CHEBI:3219,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1663,bupropion,CHEBI:3219,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1664,bupropion,CHEBI:3219,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1665,bupropion,CHEBI:3219,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1666,bupropion,CHEBI:3219,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1667,bupropion,CHEBI:3219,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1668,bupropion,CHEBI:3219,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1669,bupropion,CHEBI:3219,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1670,bupropion,CHEBI:3219,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1671,bupropion,CHEBI:3219,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1672,bupropion,CHEBI:3219,CYP2C9,NCBIGene:1559,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1673,duloxetine,CHEBI:36795,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1674,duloxetine,CHEBI:36795,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1675,duloxetine,CHEBI:36795,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:omim,infores:drugcentral
1676,duloxetine,CHEBI:36795,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1677,duloxetine,CHEBI:36795,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1678,duloxetine,CHEBI:36795,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1679,duloxetine,CHEBI:36795,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1680,duloxetine,CHEBI:36795,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1681,duloxetine,CHEBI:36795,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1682,duloxetine,CHEBI:36795,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1683,duloxetine,CHEBI:36795,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1684,duloxetine,CHEBI:36795,HTR6,NCBIGene:3362,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1685,duloxetine,CHEBI:36795,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1686,duloxetine,CHEBI:36795,NPY1R,NCBIGene:4886,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1687,duloxetine,CHEBI:36795,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1688,duloxetine,CHEBI:36795,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1689,duloxetine,CHEBI:36795,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1690,duloxetine,CHEBI:36795,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1691,duloxetine,CHEBI:36795,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1692,duloxetine,CHEBI:36795,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1693,selegiline,CHEBI:9086,ABCB1,NCBIGene:5243,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1694,selegiline,CHEBI:9086,CYP2C19,NCBIGene:1557,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1695,selegiline,CHEBI:9086,MAOA,NCBIGene:4128,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1696,selegiline,CHEBI:9086,MAOA,NCBIGene:4128,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1697,selegiline,CHEBI:9086,MAOA,NCBIGene:4128,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1698,selegiline,CHEBI:9086,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1699,selegiline,CHEBI:9086,MAOB,NCBIGene:4129,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1700,selegiline,CHEBI:9086,MAOB,NCBIGene:4129,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1701,selegiline,CHEBI:9086,MAOB,NCBIGene:4129,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1702,selegiline,CHEBI:9086,CYP2C9,NCBIGene:1559,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1703,escitalopram,CHEBI:36791,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1704,escitalopram,CHEBI:36791,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1705,escitalopram,CHEBI:36791,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1706,escitalopram,CHEBI:36791,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1707,escitalopram,CHEBI:36791,HRH1,NCBIGene:3269,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1708,escitalopram,CHEBI:36791,CYP2C19,NCBIGene:1557,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1709,escitalopram,CHEBI:36791,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1710,escitalopram,CHEBI:36791,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1711,escitalopram,CHEBI:36791,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1712,escitalopram,CHEBI:36791,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1713,escitalopram,CHEBI:36791,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1714,escitalopram,CHEBI:36791,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1715,escitalopram,CHEBI:36791,ADRA1A,NCBIGene:148,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1716,escitalopram,CHEBI:36791,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1717,escitalopram,CHEBI:36791,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1718,escitalopram,CHEBI:36791,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1719,citalopram,CHEBI:3723,CYP2C19,NCBIGene:1557,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1720,citalopram,CHEBI:3723,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1721,citalopram,CHEBI:3723,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1722,citalopram,CHEBI:3723,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1723,citalopram,CHEBI:3723,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1724,citalopram,CHEBI:3723,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1725,citalopram,CHEBI:3723,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1726,citalopram,CHEBI:3723,ABCB1,NCBIGene:5243,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1727,citalopram,CHEBI:3723,ADRA1A,NCBIGene:148,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1728,citalopram,CHEBI:3723,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1729,citalopram,CHEBI:3723,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1730,citalopram,CHEBI:3723,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1731,citalopram,CHEBI:3723,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1732,citalopram,CHEBI:3723,HRH1,NCBIGene:3269,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1733,citalopram,CHEBI:3723,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1734,citalopram,CHEBI:3723,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1735,citalopram,CHEBI:3723,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1736,nefazodone,CHEBI:7494,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1737,nefazodone,CHEBI:7494,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1738,nefazodone,CHEBI:7494,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1739,nefazodone,CHEBI:7494,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1740,nefazodone,CHEBI:7494,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1741,nefazodone,CHEBI:7494,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1742,nefazodone,CHEBI:7494,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1743,nefazodone,CHEBI:7494,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1744,nefazodone,CHEBI:7494,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1745,nefazodone,CHEBI:7494,ABCB1,NCBIGene:5243,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1746,nefazodone,CHEBI:7494,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1747,nefazodone,CHEBI:7494,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1748,nefazodone,CHEBI:7494,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1749,nefazodone,CHEBI:7494,HTR1A,NCBIGene:3350,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1750,nefazodone,CHEBI:7494,HTR1A,NCBIGene:3350,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1751,nefazodone,CHEBI:7494,HTR1A,NCBIGene:3350,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1752,nefazodone,CHEBI:7494,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1753,nefazodone,CHEBI:7494,ADRA2A,NCBIGene:150,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1754,nefazodone,CHEBI:7494,ADRA1A,NCBIGene:148,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1755,nefazodone,CHEBI:7494,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:omim,infores:drugcentral
1756,nefazodone,CHEBI:7494,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1757,nefazodone,CHEBI:7494,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1758,nefazodone,CHEBI:7494,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1759,nefazodone,CHEBI:7494,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1760,venlafaxine,CHEBI:9943,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1761,venlafaxine,CHEBI:9943,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1762,venlafaxine,CHEBI:9943,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1763,venlafaxine,CHEBI:9943,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1764,venlafaxine,CHEBI:9943,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1765,venlafaxine,CHEBI:9943,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1766,venlafaxine,CHEBI:9943,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1767,venlafaxine,CHEBI:9943,CYP2C9,NCBIGene:1559,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1768,venlafaxine,CHEBI:9943,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1769,venlafaxine,CHEBI:9943,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1770,venlafaxine,CHEBI:9943,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1771,venlafaxine,CHEBI:9943,NPY1R,NCBIGene:4886,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1772,venlafaxine,CHEBI:9943,CYP2C19,NCBIGene:1557,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1773,venlafaxine,CHEBI:9943,ABCB1,NCBIGene:5243,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1774,trazodone,CHEBI:9654,HRH1,NCBIGene:3269,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1775,trazodone,CHEBI:9654,ADRA2A,NCBIGene:150,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1776,trazodone,CHEBI:9654,ABCB1,NCBIGene:5243,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1777,trazodone,CHEBI:9654,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1778,trazodone,CHEBI:9654,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1779,trazodone,CHEBI:9654,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1780,trazodone,CHEBI:9654,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1781,trazodone,CHEBI:9654,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1782,trazodone,CHEBI:9654,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1783,trazodone,CHEBI:9654,ADRA1A,NCBIGene:148,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1784,trazodone,CHEBI:9654,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1785,trazodone,CHEBI:9654,HTR1A,NCBIGene:3350,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1786,trazodone,CHEBI:9654,HTR1A,NCBIGene:3350,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1787,trazodone,CHEBI:9654,HTR1A,NCBIGene:3350,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1788,trazodone,CHEBI:9654,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1789,trazodone,CHEBI:9654,SLC6A3,NCBIGene:6531,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1790,trazodone,CHEBI:9654,HTR2B,NCBIGene:3357,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1791,trazodone,CHEBI:9654,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1792,trazodone,CHEBI:9654,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1793,trazodone,CHEBI:9654,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1794,trazodone,CHEBI:9654,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1795,trazodone,CHEBI:9654,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:omim,infores:drugcentral
1796,trazodone,CHEBI:9654,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1797,trazodone,CHEBI:9654,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1798,trazodone,CHEBI:9654,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1799,trazodone,CHEBI:9654,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1800,tranylcypromine,CHEBI:131510,CYP2C9,NCBIGene:1559,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1801,tranylcypromine,CHEBI:131510,CYP2C19,NCBIGene:1557,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1802,tranylcypromine,CHEBI:131510,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1803,tranylcypromine,CHEBI:131510,MAOB,NCBIGene:4129,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1804,tranylcypromine,CHEBI:131510,MAOB,NCBIGene:4129,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1805,tranylcypromine,CHEBI:131510,MAOB,NCBIGene:4129,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1806,tranylcypromine,CHEBI:131510,MAOA,NCBIGene:4128,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1807,tranylcypromine,CHEBI:131510,MAOA,NCBIGene:4128,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1808,tranylcypromine,CHEBI:131510,MAOA,NCBIGene:4128,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1809,mirtazapine,CHEBI:6950,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1810,mirtazapine,CHEBI:6950,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1811,mirtazapine,CHEBI:6950,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1812,mirtazapine,CHEBI:6950,SLC6A4,NCBIGene:6532,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1813,mirtazapine,CHEBI:6950,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1814,mirtazapine,CHEBI:6950,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1815,mirtazapine,CHEBI:6950,HTR2C,NCBIGene:3358,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1816,mirtazapine,CHEBI:6950,HTR1A,NCBIGene:3350,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1817,mirtazapine,CHEBI:6950,HTR1A,NCBIGene:3350,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1818,mirtazapine,CHEBI:6950,HTR1A,NCBIGene:3350,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1819,mirtazapine,CHEBI:6950,DRD2,NCBIGene:1813,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1820,mirtazapine,CHEBI:6950,DRD2,NCBIGene:1813,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1821,mirtazapine,CHEBI:6950,DRD2,NCBIGene:1813,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1822,mirtazapine,CHEBI:6950,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:omim,infores:drugcentral
1823,mirtazapine,CHEBI:6950,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:ctd,infores:drugcentral
1824,mirtazapine,CHEBI:6950,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1825,mirtazapine,CHEBI:6950,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1826,mirtazapine,CHEBI:6950,HTR2A,NCBIGene:3356,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1827,mirtazapine,CHEBI:6950,DRD3,NCBIGene:1814,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1828,mirtazapine,CHEBI:6950,DRD4,NCBIGene:1815,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1829,mirtazapine,CHEBI:6950,DRD4,NCBIGene:1815,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1830,mirtazapine,CHEBI:6950,HTR2B,NCBIGene:3357,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1831,mirtazapine,CHEBI:6950,ADRA2C,NCBIGene:152,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1832,mirtazapine,CHEBI:6950,ADRA1A,NCBIGene:148,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1833,mirtazapine,CHEBI:6950,HRH1,NCBIGene:3269,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1834,mirtazapine,CHEBI:6950,HTR3A,NCBIGene:3359,major depressive disorder,MONDO:0002009,infores:drugcentral,infores:drugcentral
1835,mirtazapine,CHEBI:6950,HTR3A,NCBIGene:3359,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1836,mirtazapine,CHEBI:6950,HTR3A,NCBIGene:3359,major depressive disorder,MONDO:0002009,infores:drugmechdb,infores:drugcentral
1837,mirtazapine,CHEBI:6950,CYP2D6,NCBIGene:1565,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
1838,mirtazapine,CHEBI:6950,SLC6A2,NCBIGene:6530,major depressive disorder,MONDO:0002009,infores:disgenet,infores:drugcentral
