target_id,target_name,disease_id,disease_name,edge_name
NCBIGene:846,casr,MONDO:0005579,"epilepsy, idiopathic generalized",biolink:target_for
NCBIGene:102,adam10,MONDO:0014234,reticulate acropigmentation of kitamura,biolink:target_for
NCBIGene:102,adam10,MONDO:0014265,alzheimer disease 18,biolink:target_for
NCBIGene:2556,gabra3,MONDO:0859564,"epilepsy, x-linked 2, with or without impaired intellectual development and dysmorphic features",biolink:target_for
NCBIGene:2555,gabra2,MONDO:0032812,"developmental and epileptic encephalopathy, 78",biolink:target_for
NCBIGene:19122,prnp,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:5428,polg,MONDO:0024528,"progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 1",biolink:target_for
NCBIGene:5428,polg,MONDO:0009783,"progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal recessive 1",biolink:target_for
NCBIGene:5428,polg,MONDO:0011835,"sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",biolink:target_for
NCBIGene:5428,polg,MONDO:0008758,mitochondrial dna depletion syndrome 4a,biolink:target_for
NCBIGene:5428,polg,MONDO:0013350,mitochondrial dna depletion syndrome 4b,biolink:target_for
NCBIGene:5428,polg,MONDO:0009723,leigh syndrome,biolink:target_for
NCBIGene:5428,polg,MONDO:0016809,spinocerebellar ataxia with epilepsy,biolink:target_for
NCBIGene:5430,polr2a,MONDO:0032829,neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities,biolink:target_for
NCBIGene:1776,dnase1l3,MONDO:0013743,autosomal systemic lupus erythematosus type 16,biolink:target_for
NCBIGene:1890,tymp,MONDO:0011283,mitochondrial dna depletion syndrome 1,biolink:target_for
NCBIGene:774,cacna1b,MONDO:0005027,epilepsy,biolink:target_for
NCBIGene:5322,pla2g5,MONDO:0009235,familial benign flecked retina,biolink:target_for
UniProtKB:P0DP23,calm1_human calmodulin-1 (sprot),MONDO:0013966,catecholaminergic polymorphic ventricular tachycardia 4,biolink:target_for
UniProtKB:P0DP23,calm1_human calmodulin-1 (sprot),MONDO:0014548,long qt syndrome 14,biolink:target_for
NCBIGene:6716,srd5a2,MONDO:0005345,hypospadias,biolink:target_for
NCBIGene:2752,glul,MONDO:0012393,congenital brain dysgenesis due to glutamine synthetase deficiency,biolink:target_for
NCBIGene:57704,gba2,MONDO:0013737,hereditary spastic paraplegia 46,biolink:target_for
NCBIGene:775,cacna1c,MONDO:0010979,timothy syndrome,biolink:target_for
NCBIGene:775,cacna1c,MONDO:0012742,brugada syndrome 3,biolink:target_for
NCBIGene:775,cacna1c,MONDO:0032756,long qt syndrome 8,biolink:target_for
NCBIGene:775,cacna1c,MONDO:0859286,"neurodevelopmental disorder with hypotonia, language delay, and skeletal defects with or without seizures",biolink:target_for
NCBIGene:2492,fshr,MONDO:0024463,ovarian dysgenesis 1,biolink:target_for
NCBIGene:2492,fshr,MONDO:0011972,ovarian hyperstimulation syndrome,biolink:target_for
NCBIGene:1141,chrnb2,MONDO:0011545,autosomal dominant nocturnal frontal lobe epilepsy 3,biolink:target_for
NCBIGene:9451,eif2ak3,MONDO:0009192,wolcott-rallison syndrome,biolink:target_for
NCBIGene:8473,ogt,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:8473,ogt,MONDO:0030907,"intellectual disability, x-linked 106",biolink:target_for
NCBIGene:9453,ggps1,MONDO:0859189,"muscular dystrophy, congenital hearing loss, and ovarian insufficiency syndrome",biolink:target_for
NCBIGene:4882,npr2,MONDO:0011275,"acromesomelic dysplasia 1, maroteaux type",biolink:target_for
NCBIGene:4882,npr2,MONDO:0014401,tall stature-scoliosis-macrodactyly of the great toes syndrome,biolink:target_for
NCBIGene:4882,npr2,MONDO:0014551,short stature with nonspecific skeletal abnormalities,biolink:target_for
NCBIGene:773,cacna1a,MONDO:0008457,spinocerebellar ataxia type 6,biolink:target_for
NCBIGene:773,cacna1a,MONDO:0020756,"migraine, familial hemiplegic, 1",biolink:target_for
NCBIGene:773,cacna1a,MONDO:0016227,hereditary episodic ataxia,biolink:target_for
NCBIGene:773,cacna1a,MONDO:0014917,"developmental and epileptic encephalopathy, 42",biolink:target_for
NCBIGene:777,cacna1e,MONDO:0032657,"developmental and epileptic encephalopathy, 69",biolink:target_for
NCBIGene:6572,slc18a3,MONDO:0014983,congenital myasthenic syndrome 21,biolink:target_for
NCBIGene:3614,impdh1,MONDO:0008379,retinitis pigmentosa 10,biolink:target_for
NCBIGene:3614,impdh1,MONDO:0013454,leber congenital amaurosis 11,biolink:target_for
NCBIGene:1244,abcc2,MONDO:0009380,dubin-johnson syndrome,biolink:target_for
NCBIGene:1000,cdh2,MONDO:0030062,"arrhythmogenic right ventricular dysplasia, familial, 14",biolink:target_for
NCBIGene:1000,cdh2,MONDO:0030065,"agenesis of corpus callosum, cardiac, ocular, and genital syndrome",biolink:target_for
NCBIGene:1000,cdh2,MONDO:0859261,attention deficit-hyperactivity disorder 8,biolink:target_for
NCBIGene:3785,kcnq2,MONDO:0007365,"seizures, benign familial neonatal, 1",biolink:target_for
NCBIGene:3785,kcnq2,MONDO:0013387,"developmental and epileptic encephalopathy, 7",biolink:target_for
NCBIGene:132,adk,MONDO:0100255,adenosine kinase deficiency,biolink:target_for
NCBIGene:249,alpl,MONDO:0018570,hypophosphatasia,biolink:target_for
NCBIGene:249,alpl,MONDO:0018570,hypophosphatasia,biolink:target_for
NCBIGene:249,alpl,MONDO:0016605,perinatal lethal hypophosphatasia,biolink:target_for
NCBIGene:841,casp8,MONDO:0011804,autoimmune lymphoproliferative syndrome type 2b,biolink:target_for
NCBIGene:1137,chrna4,MONDO:0010899,autosomal dominant nocturnal frontal lobe epilepsy 1,biolink:target_for
NCBIGene:18162,npr3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:2516,nr5a1,MONDO:0020712,"46,xy sex reversal 1",biolink:target_for
NCBIGene:2516,nr5a1,MONDO:0030049,"46,xx sex reversal 5",biolink:target_for
NCBIGene:2516,nr5a1,MONDO:0013065,premature ovarian failure 7,biolink:target_for
NCBIGene:2516,nr5a1,MONDO:0013065,premature ovarian failure 7,biolink:target_for
NCBIGene:2516,nr5a1,MONDO:0013504,spermatogenic failure 8,biolink:target_for
NCBIGene:7052,tgm2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:7167,tpi1,MONDO:0014221,triosephosphate isomerase deficiency,biolink:target_for
NCBIGene:6240,rrm1,MONDO:0957993,"progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal recessive 6",biolink:target_for
NCBIGene:6240,rrm1,MONDO:0957993,"progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal recessive 6",biolink:target_for
NCBIGene:6469,shh,MONDO:0000170,"microphthalmia, isolated, with coloboma",biolink:target_for
NCBIGene:6469,shh,MONDO:0007733,holoprosencephaly 3,biolink:target_for
NCBIGene:6469,shh,MONDO:0007819,solitary median maxillary central incisor syndrome,biolink:target_for
NCBIGene:6469,shh,MONDO:0017454,triphalangeal thumb-polysyndactyly syndrome,biolink:target_for
NCBIGene:6469,shh,MONDO:0017425,preaxial polydactyly of fingers,biolink:target_for
NCBIGene:6469,shh,MONDO:0008572,"tibia, hypoplasia or aplasia of, with polydactyly",biolink:target_for
NCBIGene:6469,shh,MONDO:0007615,laurin-sandrow syndrome,biolink:target_for
NCBIGene:55361,pi4k2a,MONDO:0958240,"neurodevelopmental disorder with hyperkinetic movements, seizures, and structural brain abnormalities",biolink:target_for
NCBIGene:330,birc3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:699,bub1,MONDO:0859342,"microcephaly 30, primary, autosomal recessive",biolink:target_for
NCBIGene:4512,cox1,MONDO:0010788,leber hereditary optic neuropathy,biolink:target_for
NCBIGene:4512,cox1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:4512,cox1,MONDO:0700250,"mitochondrial complex iv deficiency, nuclear type 1",biolink:target_for
NCBIGene:4512,cox1,MONDO:0010791,"myoglobinuria, recurrent",biolink:target_for
NCBIGene:4512,cox1,MONDO:0020678,sensorineural hearing loss disorder,biolink:target_for
NCBIGene:4512,cox1,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:4351,mpi,MONDO:0011257,mpi-congenital disorder of glycosylation,biolink:target_for
NCBIGene:5373,pmm2,MONDO:0008907,pmm2-congenital disorder of glycosylation,biolink:target_for
NCBIGene:4878,nppa,MONDO:0014329,atrial standstill 2,biolink:target_for
NCBIGene:4878,nppa,MONDO:0012816,"atrial fibrillation, familial, 6",biolink:target_for
NCBIGene:2903,grin2a,MONDO:0009509,landau-kleffner syndrome,biolink:target_for
NCBIGene:2903,grin2a,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:672,brca1,MONDO:0007254,breast cancer,biolink:target_for
NCBIGene:672,brca1,MONDO:0016419,hereditary breast carcinoma,biolink:target_for
NCBIGene:672,brca1,MONDO:0008170,ovarian cancer,biolink:target_for
NCBIGene:672,brca1,MONDO:0021040,pancreatic neoplasm,biolink:target_for
NCBIGene:672,brca1,MONDO:0054748,"fanconi anemia, complementation group s",biolink:target_for
NCBIGene:8850,kat2b,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:5551,prf1,MONDO:0011337,familial hemophagocytic lymphohistiocytosis 2,biolink:target_for
NCBIGene:1917,eef1a2,MONDO:0014625,"developmental and epileptic encephalopathy, 33",biolink:target_for
NCBIGene:1917,eef1a2,MONDO:0014617,"intellectual disability, autosomal dominant 38",biolink:target_for
NCBIGene:387,rhoa,MONDO:0032884,"ectodermal dysplasia with facial dysmorphism and acral, ocular, and brain anomalies",biolink:target_for
NCBIGene:3248,hpgd,MONDO:0024546,"hypertrophic osteoarthropathy, primary, autosomal recessive, 1",biolink:target_for
NCBIGene:3248,hpgd,MONDO:0015466,cranio-osteoarthropathy,biolink:target_for
NCBIGene:3248,hpgd,MONDO:0007343,isolated congenital digital clubbing,biolink:target_for
NCBIGene:25,abl1,MONDO:0011996,"chronic myelogenous leukemia, bcr-abl1 positive",biolink:target_for
NCBIGene:25,abl1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:25,abl1,MONDO:0060532,congenital heart defects and skeletal malformations syndrome,biolink:target_for
NCBIGene:387129,npsr1,MONDO:0004979,asthma,biolink:target_for
NCBIGene:3978,lig1,MONDO:0030693,immunodeficiency 96,biolink:target_for
NCBIGene:8648,ncoa1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:164656,tmprss6,MONDO:0001245,microcytic anemia,biolink:target_for
NCBIGene:162514,trpv3,MONDO:0100296,olmsted syndrome 1,biolink:target_for
NCBIGene:162514,trpv3,MONDO:0007758,"epidermolytic palmoplantar keratoderma, 1",biolink:target_for
NCBIGene:3293,hsd17b3,MONDO:0005628,male breast carcinoma,biolink:target_for
NCBIGene:2272,fhit,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:5836,pygl,MONDO:0009294,glycogen storage disease vi,biolink:target_for
NCBIGene:7512,xpnpep2,MONDO:0100003,susceptibility to angioedema induced by ace inhibitors,biolink:target_for
NCBIGene:3990,lipc,MONDO:0013533,hyperlipidemia due to hepatic triglyceride lipase deficiency,biolink:target_for
NCBIGene:83475,dohh,MONDO:0859293,"neurodevelopmental disorder with microcephaly, cerebral atrophy, and visual impairment",biolink:target_for
NCBIGene:54795,trpm4,MONDO:0007240,"progressive familial heart block, type 1a",biolink:target_for
NCBIGene:54795,trpm4,MONDO:0032801,erythrokeratodermia variabilis et progressiva 6,biolink:target_for
NCBIGene:79813,ehmt1,MONDO:0027407,kleefstra syndrome 1,biolink:target_for
NCBIGene:8398,pla2g6,MONDO:0012444,neurodegeneration with brain iron accumulation 2b,biolink:target_for
NCBIGene:8398,pla2g6,MONDO:0024457,neurodegeneration with brain iron accumulation 2a,biolink:target_for
NCBIGene:8398,pla2g6,MONDO:0013060,autosomal recessive parkinson disease 14,biolink:target_for
NCBIGene:56479,kcnq5,MONDO:0030911,"intellectual disability, autosomal dominant 46",biolink:target_for
NCBIGene:3785,kcnq2,MONDO:0007365,"seizures, benign familial neonatal, 1",biolink:target_for
NCBIGene:3785,kcnq2,MONDO:0013387,"developmental and epileptic encephalopathy, 7",biolink:target_for
NCBIGene:3786,kcnq3,MONDO:0007366,"seizures, benign familial neonatal, 2",biolink:target_for
NCBIGene:3786,kcnq3,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:9132,kcnq4,MONDO:0010817,autosomal dominant nonsyndromic hearing loss 2a,biolink:target_for
NCBIGene:488,atp2a2,MONDO:0007048,acrokeratosis verruciformis,biolink:target_for
NCBIGene:488,atp2a2,MONDO:0007417,darier disease,biolink:target_for
NCBIGene:1576,cyp3a4,MONDO:0024299,vitamin d-dependent rickets,biolink:target_for
NCBIGene:5888,rad51,MONDO:0007254,breast cancer,biolink:target_for
NCBIGene:5888,rad51,MONDO:0013790,mirror movements 2,biolink:target_for
NCBIGene:5888,rad51,MONDO:0014986,fanconi anemia complementation group r,biolink:target_for
NCBIGene:7994,kat6a,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:7994,kat6a,MONDO:0014558,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,biolink:target_for
NCBIGene:2997,gys1,MONDO:0012693,glycogen storage disease due to muscle and heart glycogen synthase deficiency,biolink:target_for
NCBIGene:7965,aimp2,MONDO:0054817,"leukodystrophy, hypomyelinating, 17",biolink:target_for
NCBIGene:220,aldh1a3,MONDO:0014050,isolated microphthalmia 8,biolink:target_for
NCBIGene:8854,aldh1a2,MONDO:0859571,"diaphragmatic hernia 4, with cardiovascular defects",biolink:target_for
NCBIGene:3945,ldhb,MONDO:0013587,glycogen storage disease due to lactate dehydrogenase h-subunit deficiency,biolink:target_for
NCBIGene:991,cdc20,MONDO:0859521,oocyte maturation defect 14,biolink:target_for
NCBIGene:8405,spop,MONDO:0044738,gabriele de vries syndrome,biolink:target_for
NCBIGene:8405,spop,MONDO:0044738,gabriele de vries syndrome,biolink:target_for
NCBIGene:1576,cyp3a4,MONDO:0024299,vitamin d-dependent rickets,biolink:target_for
NCBIGene:8529,cyp4f2,MONDO:0007390,coumarin resistance,biolink:target_for
NCBIGene:10524,kat5,MONDO:0030852,"neurodevelopmental disorder with dysmorphic facies, sleep disturbance, and brain abnormalities",biolink:target_for
NCBIGene:23522,kat6b,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:23522,kat6b,MONDO:0011365,"blepharophimosis - intellectual disability syndrome, sbbys type",biolink:target_for
NCBIGene:23522,kat6b,MONDO:0011640,genitopatellar syndrome,biolink:target_for
NCBIGene:1387,crebbp,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1387,crebbp,MONDO:0008393,rubinstein-taybi syndrome due to crebbp mutations,biolink:target_for
NCBIGene:1387,crebbp,MONDO:0020763,menke-hennekam syndrome 1,biolink:target_for
NCBIGene:152110,nek10,MONDO:0032914,"ciliary dyskinesia, primary, 44",biolink:target_for
NCBIGene:8621,cdk13,MONDO:0044302,"congenital heart defects, dysmorphic facial features, and intellectual developmental disorder",biolink:target_for
NCBIGene:4298,mllt1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:2998,gys2,MONDO:0009414,glycogen storage disorder due to hepatic glycogen synthase deficiency,biolink:target_for
NCBIGene:54583,egln1,MONDO:0012353,"erythrocytosis, familial, 3",biolink:target_for
NCBIGene:778,cacna1f,MONDO:0016293,congenital stationary night blindness,biolink:target_for
NCBIGene:778,cacna1f,MONDO:0010335,x-linked cone-rod dystrophy 3,biolink:target_for
NCBIGene:778,cacna1f,MONDO:0010371,aland island eye disease,biolink:target_for
NCBIGene:23097,cdk19,MONDO:0030059,"developmental and epileptic encephalopathy, 87",biolink:target_for
NCBIGene:1460,csnk2b,MONDO:0032889,poirier-bienvenu neurodevelopmental syndrome,biolink:target_for
NCBIGene:6335,scn9a,MONDO:0007571,primary erythermalgia,biolink:target_for
NCBIGene:6335,scn9a,MONDO:0009459,"channelopathy-associated congenital insensitivity to pain, autosomal recessive",biolink:target_for
NCBIGene:6335,scn9a,MONDO:0008179,paroxysmal extreme pain disorder,biolink:target_for
NCBIGene:6331,scn5a,MONDO:0007240,"progressive familial heart block, type 1a",biolink:target_for
NCBIGene:6331,scn5a,MONDO:0011377,long qt syndrome 3,biolink:target_for
NCBIGene:6331,scn5a,MONDO:0011001,brugada syndrome 1,biolink:target_for
NCBIGene:6331,scn5a,MONDO:0024562,sick sinus syndrome 1,biolink:target_for
NCBIGene:6331,scn5a,MONDO:0000190,ventricular fibrillation,biolink:target_for
NCBIGene:6331,scn5a,DOID:9007,sudden infant death syndrome,biolink:target_for
NCBIGene:6331,scn5a,MONDO:0007171,atrial standstill 1,biolink:target_for
NCBIGene:6331,scn5a,MONDO:0011003,dilated cardiomyopathy 1e,biolink:target_for
NCBIGene:6331,scn5a,MONDO:0013530,"atrial fibrillation, familial, 10",biolink:target_for
NCBIGene:6324,scn1b,MONDO:0011416,"generalized epilepsy with febrile seizures plus, type 1",biolink:target_for
NCBIGene:6324,scn1b,MONDO:0013015,brugada syndrome 5,biolink:target_for
NCBIGene:6324,scn1b,MONDO:0014155,"atrial fibrillation, familial, 13",biolink:target_for
NCBIGene:6324,scn1b,MONDO:0033361,"developmental and epileptic encephalopathy, 52",biolink:target_for
NCBIGene:6323,scn1a,MONDO:0018214,generalized epilepsy with febrile seizures plus,biolink:target_for
NCBIGene:6323,scn1a,MONDO:0100135,dravet syndrome,biolink:target_for
NCBIGene:6323,scn1a,MONDO:0005754,epilepsy with generalized tonic-clonic seizures,biolink:target_for
NCBIGene:6323,scn1a,MONDO:0012320,"migraine, familial hemiplegic, 3",biolink:target_for
NCBIGene:6323,scn1a,MONDO:0800329,"febrile seizures, familial, 3a",biolink:target_for
NCBIGene:6323,scn1a,MONDO:0030268,developmental and epileptic encephalopathy 6b,biolink:target_for
NCBIGene:6323,scn1a,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:6324,scn1b,MONDO:0011416,"generalized epilepsy with febrile seizures plus, type 1",biolink:target_for
NCBIGene:6324,scn1b,MONDO:0013015,brugada syndrome 5,biolink:target_for
NCBIGene:6324,scn1b,MONDO:0014155,"atrial fibrillation, familial, 13",biolink:target_for
NCBIGene:6324,scn1b,MONDO:0033361,"developmental and epileptic encephalopathy, 52",biolink:target_for
NCBIGene:3753,kcne1,MONDO:0012871,jervell and lange-nielsen syndrome 2,biolink:target_for
NCBIGene:3753,kcne1,MONDO:0013372,long qt syndrome 5,biolink:target_for
NCBIGene:55870,ash1l,MONDO:0030918,"intellectual disability, autosomal dominant 52",biolink:target_for
NCBIGene:6301,sars1,MONDO:0060577,"neurodevelopmental disorder with microcephaly, ataxia, and seizures",biolink:target_for
NCBIGene:6301,sars1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:558,axl,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:1789,dnmt3b,MONDO:0009454,immunodeficiency-centromeric instability-facial anomalies syndrome 1,biolink:target_for
NCBIGene:1789,dnmt3b,MONDO:0030355,"facioscapulohumeral muscular dystrophy 4, digenic",biolink:target_for
NCBIGene:3762,kcnj5,MONDO:0013279,long qt syndrome 13,biolink:target_for
NCBIGene:3762,kcnj5,MONDO:0016525,familial hyperaldosteronism,biolink:target_for
NCBIGene:3762,kcnj5,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:22953,p2rx2,MONDO:0011994,autosomal dominant nonsyndromic hearing loss 41,biolink:target_for
NCBIGene:23133,phf8,MONDO:0010286,syndromic x-linked intellectual disability siderius type,biolink:target_for
NCBIGene:3735,kars1,MONDO:0013338,charcot-marie-tooth disease recessive intermediate b,biolink:target_for
NCBIGene:3735,kars1,MONDO:0013489,autosomal recessive nonsyndromic hearing loss 89,biolink:target_for
NCBIGene:3735,kars1,MONDO:0030967,"deafness, congenital, and adult-onset progressive leukoencephalopathy",biolink:target_for
NCBIGene:3735,kars1,MONDO:0030893,"leukoencephalopathy, progressive, infantile-onset, with or without deafness",biolink:target_for
NCBIGene:747,dagla,MONDO:0014601,autosomal recessive spinocerebellar ataxia 20,biolink:target_for
NCBIGene:3558,il2,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:6872,taf1,MONDO:0010747,x-linked dystonia-parkinsonism,biolink:target_for
NCBIGene:6872,taf1,MONDO:0010500,"intellectual disability, x-linked, syndromic 33",biolink:target_for
NCBIGene:8805,trim24,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:3758,kcnj1,MONDO:0100344,bartter disease type 1,biolink:target_for
NCBIGene:1062,cenpe,MONDO:0016660,autosomal recessive primary microcephaly,biolink:target_for
NCBIGene:51780,kdm3b,MONDO:0030012,diets-jongmans syndrome,biolink:target_for
NCBIGene:5122,pcsk1,MONDO:0010961,obesity due to prohormone convertase i deficiency,biolink:target_for
NCBIGene:9152,slc6a5,MONDO:0013827,hyperekplexia 3,biolink:target_for
NCBIGene:51567,tdp2,MONDO:0014846,"spinocerebellar ataxia, autosomal recessive 23",biolink:target_for
NCBIGene:2735,gli1,MONDO:0020927,postaxial polydactyly,biolink:target_for
NCBIGene:2735,gli1,MONDO:0008269,polydactyly of a biphalangeal thumb,biolink:target_for
NCBIGene:3094,hint1,MONDO:0007646,gamstorp-wohlfart syndrome,biolink:target_for
NCBIGene:55768,ngly1,MONDO:0800044,congenital disorder of deglycosylation 1,biolink:target_for
NCBIGene:7403,kdm6a,MONDO:0010465,kabuki syndrome 2,biolink:target_for
NCBIGene:79001,vkorc1,MONDO:0011837,"vitamin k-dependent clotting factors, combined deficiency of, type 2",biolink:target_for
NCBIGene:79001,vkorc1,MONDO:0007390,coumarin resistance,biolink:target_for
NCBIGene:4522,mthfd1,MONDO:0011120,"neural tube defects, folate-sensitive",biolink:target_for
NCBIGene:4522,mthfd1,MONDO:0005575,colorectal cancer,biolink:target_for
NCBIGene:4522,mthfd1,MONDO:0060611,combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia,biolink:target_for
NCBIGene:5335,plcg1,MONDO:0957790,"immune dysregulation, autoimmunity, and autoinflammation",biolink:target_for
NCBIGene:10558,sptlc1,MONDO:0859529,"amyotrophic lateral sclerosis 27, juvenile",biolink:target_for
NCBIGene:10558,sptlc1,MONDO:0015364,hereditary sensory and autonomic neuropathy,biolink:target_for
NCBIGene:5293,pik3cd,MONDO:0008312,autosomal dominant prognathism,biolink:target_for
NCBIGene:5293,pik3cd,MONDO:0023655,"immunodeficiency 14b, autosomal recessive",biolink:target_for
NCBIGene:5293,pik3cd,MONDO:0013226,combined immunodeficiency with faciooculoskeletal anomalies,biolink:target_for
NCBIGene:823,capn1,MONDO:0014827,autosomal recessive spastic paraplegia type 76,biolink:target_for
NCBIGene:3242,hpd,MONDO:0004741,tyrosinemia,biolink:target_for
NCBIGene:3242,hpd,MONDO:0007700,hawkinsinuria,biolink:target_for
NCBIGene:2660,mstn,MONDO:0013598,myostatin-related muscle hypertrophy,biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0011724,encephalopathy due to glut1 deficiency,biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0012805,childhood onset glut1 deficiency syndrome 2,biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0005579,"epilepsy, idiopathic generalized",biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0010983,dystonia 9,biolink:target_for
NCBIGene:6513,slc2a1,MONDO:0012143,hereditary cryohydrocytosis with reduced stomatin,biolink:target_for
NCBIGene:3791,kdr,MONDO:0011191,capillary infantile hemangioma,biolink:target_for
NCBIGene:3791,kdr,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:389856,usp27x,MONDO:0010510,"intellectual disability, x-linked 105",biolink:target_for
NCBIGene:9098,usp6,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:10600,usp16,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:85015,usp45,MONDO:0032794,leber congenital amaurosis 19,biolink:target_for
NCBIGene:1540,cyld,OMIM:132700,ancell-spiegler cylindromas,biolink:target_for
NCBIGene:1540,cyld,MONDO:0008094,familial multiple nevi flammei,biolink:target_for
NCBIGene:1540,cyld,DOID:0050693,brooke-spiegler syndrome,biolink:target_for
NCBIGene:1540,cyld,MONDO:0030872,frontotemporal dementia and/or amyotrophic lateral sclerosis 8,biolink:target_for
NCBIGene:8314,bap1,MONDO:0006292,malignant mesothelioma,biolink:target_for
NCBIGene:8314,bap1,OMIM:614327,tumor predisposition syndrome 1,biolink:target_for
NCBIGene:8314,bap1,MONDO:0006486,uveal melanoma,biolink:target_for
NCBIGene:8314,bap1,MONDO:0859230,kury-isidor syndrome,biolink:target_for
NCBIGene:51633,otud6b,MONDO:0044319,"intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies",biolink:target_for
NCBIGene:4287,atxn3,MONDO:0020380,autosomal dominant cerebellar ataxia,biolink:target_for
NCBIGene:324,apc,HP:0005227,adenomatous colonic polyposis,biolink:target_for
NCBIGene:324,apc,MONDO:0007608,desmoid tumor,biolink:target_for
NCBIGene:324,apc,MONDO:0007959,medulloblastoma,biolink:target_for
NCBIGene:324,apc,MONDO:0001056,gastric cancer,biolink:target_for
NCBIGene:324,apc,MONDO:0007256,hepatocellular carcinoma,biolink:target_for
NCBIGene:324,apc,MONDO:0017790,gastric adenocarcinoma and proximal polyposis of the stomach,biolink:target_for
NCBIGene:84733,cbx2,MONDO:0013120,"46,xy sex reversal 5",biolink:target_for
NCBIGene:3313,hspa9,MONDO:0008422,autosomal dominant sideroblastic anemia,biolink:target_for
NCBIGene:3313,hspa9,MONDO:0014801,even-plus syndrome,biolink:target_for
NCBIGene:5034,p4hb,MONDO:0007204,cole-carpenter syndrome 1,biolink:target_for
NCBIGene:51592,trim33,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:54014,brwd1,MONDO:0957396,"ciliary dyskinesia, primary, 51",biolink:target_for
NCBIGene:5146,pde6c,MONDO:0013129,cone dystrophy 4,biolink:target_for
NCBIGene:5146,pde6c,MONDO:0800196,achromatopsia 5,biolink:target_for
NCBIGene:7157,tp53,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
NCBIGene:7157,tp53,MONDO:0007576,esophageal cancer,biolink:target_for
NCBIGene:7157,tp53,DOID:3012,li-fraumeni syndrome,biolink:target_for
NCBIGene:7157,tp53,MONDO:0010150,head and neck squamous cell carcinoma,biolink:target_for
NCBIGene:7157,tp53,MONDO:0008903,lung cancer,biolink:target_for
NCBIGene:7157,tp53,MONDO:0009837,choroid plexus papilloma,biolink:target_for
NCBIGene:7157,tp53,MONDO:0008734,"adrenocortical carcinoma, hereditary",biolink:target_for
NCBIGene:7157,tp53,MONDO:0005341,skin basal cell carcinoma,biolink:target_for
NCBIGene:7157,tp53,MONDO:0032573,bone marrow failure syndrome 5,biolink:target_for
NCBIGene:629,cfb,MONDO:0014207,age related macular degeneration 14,biolink:target_for
NCBIGene:629,cfb,MONDO:0001549,hemolytic-uremic syndrome,biolink:target_for
NCBIGene:629,cfb,MONDO:0014255,complement factor b deficiency,biolink:target_for
NCBIGene:4221,men1,DOID:10017,multiple endocrine neoplasia type 1,biolink:target_for
NCBIGene:4221,men1,UMLS:C0027667,"neoplasms, unknown primary",biolink:target_for
