drug_id,drug_name,disease_id,disease_name,edge_name
CHEBI:2566,alendronate sodium trihydrate,HP:0041166,Fractured vertebra,biolink:treats
CHEBI:3647,Chlorpromazine,HP:0100247,Recurrent singultus,biolink:treats
CHEBI:134720,Imidafenacin,HP:0100515,Pollakisuria,biolink:treats
CHEBI:135920,Fesoterodine,HP:0100515,Pollakisuria,biolink:treats
CHEBI:142418,Vibegron,HP:0100515,Pollakisuria,biolink:treats
CHEBI:144551,Oxybutynin,HP:0100515,Pollakisuria,biolink:treats
CHEBI:31455,DARIFENACIN HYDROBROMIDE,HP:0100515,Pollakisuria,biolink:treats
CHEBI:32151,SOLIFENACIN SUCCINATE,HP:0100515,Pollakisuria,biolink:treats
CHEBI:32270,TROSPIUM CHLORIDE,HP:0100515,Pollakisuria,biolink:treats
CHEBI:65349,Mirabegron,HP:0100515,Pollakisuria,biolink:treats
CHEBI:8494,Propiverine hydrochloride,HP:0100515,Pollakisuria,biolink:treats
CHEBI:9622,Tolterodine,HP:0100515,Pollakisuria,biolink:treats
DRUGBANK:DB00083,Botulinum toxin type A,HP:0100515,Pollakisuria,biolink:treats
CHEBI:144551,Oxybutynin,HP:0100518,Dysuria,biolink:treats
CHEBI:16469,Estradiol,HP:0100518,Dysuria,biolink:treats
CHEBI:59176,BROMFENAC SODIUM,HP:0100533,Inflammatory abnormality of the eye,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,HP:0100534,Episcleritis,biolink:treats
CHEBI:8382,Prednisone,HP:0100534,Episcleritis,biolink:treats
CHEBI:135935,Tapentadol,HP:0100539,Periorbital edema,biolink:treats
CHEBI:3746,clindamycin phosphate,HP:0100539,Periorbital edema,biolink:treats
CHEBI:50140,METHADONE HYDROCHLORIDE,HP:0100539,Periorbital edema,biolink:treats
CHEBI:7003,MORPHINE SULFATE,HP:0100539,Periorbital edema,biolink:treats
CHEBI:75722,Tramadol,HP:0100539,Periorbital edema,biolink:treats
CHEBI:7852,Oxycodone,HP:0100539,Periorbital edema,biolink:treats
CHEBI:7865,Oxymorphone,HP:0100539,Periorbital edema,biolink:treats
CHEBI:66880,Florbetapir (18F),HP:0100543,Cognitive impairment,biolink:treats
CHEBI:149836,Tigecycline,HP:0100592,Peritoneal abscess,biolink:treats
RXCUI:74170,Zosyn,HP:0100592,Peritoneal abscess,biolink:treats
CHEBI:135047,Phenyltoloxamine,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:16684,Atropine,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:3387,Carbamazepine,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:3419,Carisoprodol,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:3655,Chlorzoxazone,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:3996,Cyclobenzaprine,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:41423,Celecoxib,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:46195,Acetaminophen,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:4903,Ethinylestradiol,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:4909,Etodolac,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:50838,Drospirenone,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:6129,Ketorolac,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:6443,Levonorgestrel,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:6456,Lidocaine,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:6797,Metaxalone,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:6832,Methocarbamol,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:70708,Dienogest,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:7476,Naproxen,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:75722,Tramadol,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:7627,Norethisterone,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:7789,Orphenadrine,HP:0100607,Dysmenorrhea,biolink:treats
CHEBI:5523,Goserelin,HP:0100608,Metrorrhagia,biolink:treats
CHEBI:5812,Hydroxyprogesterone caproate,HP:0100608,Metrorrhagia,biolink:treats
CHEBI:6715,medroxyprogesterone,HP:0100608,Metrorrhagia,biolink:treats
CHEBI:7627,Norethisterone,HP:0100608,Metrorrhagia,biolink:treats
CHEBI:8389,Conjugated estrogens,HP:0100608,Metrorrhagia,biolink:treats
RXCUI:2556795,Myfembree Pill,HP:0100608,Metrorrhagia,biolink:treats
CHEBI:22652,Ascorbic acid,HP:0100678,Premature skin wrinkling,biolink:treats
CHEBI:6456,Lidocaine,HP:0100699,Scarring,biolink:treats
CHEBI:6888,Methylprednisolone,HP:0100699,Scarring,biolink:treats
CHEBI:3647,Chlorpromazine,HP:0100710,Impulsivity,biolink:treats
CHEBI:5613,Haloperidol,HP:0100710,Impulsivity,biolink:treats
CHEBI:6809,Metamfetamine,HP:0100710,Impulsivity,biolink:treats
CHEBI:5775,Hydralazine,HP:0100735,Hypertensive crisis,biolink:treats
CHEBI:7596,Nitroprusside,HP:0100735,Hypertensive crisis,biolink:treats
CHEBI:116735,Benzocaine,HP:0100749,Chest pain,biolink:treats
CHEBI:28939,Acetylcysteine,HP:0100750,Atelectasis,biolink:treats
CHEBI:31236,Aripiprazole,HP:0100754,Mania,biolink:treats
CHEBI:4667,DIVALPROEX SODIUM,HP:0100754,Mania,biolink:treats
CHEBI:49713,Lithium cation,HP:0100754,Mania,biolink:treats
CHEBI:71248,"(S,S)-asenapine maleate",HP:0100754,Mania,biolink:treats
CHEBI:7735,Olanzapine,HP:0100754,Mania,biolink:treats
CHEBI:8707,Quetiapine,HP:0100754,Mania,biolink:treats
CHEBI:8871,Risperidone,HP:0100754,Mania,biolink:treats
CHEBI:31711,Iopamidol,HP:0100790,Hernia,biolink:treats
CHEBI:28001,Vancomycin,HP:0100806,Sepsis,biolink:treats
CHEBI:3508,Ceftazidime,HP:0100806,Sepsis,biolink:treats
CHEBI:3514,Ceftriaxone disodium salt hemiheptahydrate,HP:0100806,Sepsis,biolink:treats
CHEBI:3515,Cefuroxime,HP:0100806,Sepsis,biolink:treats
CHEBI:4466,Dexmedetomidine,HP:0100806,Sepsis,biolink:treats
CHEBI:5100,Flucytosine,HP:0100806,Sepsis,biolink:treats
CHEBI:59936,ciprofloxacin hydrochloride hydrate,HP:0100806,Sepsis,biolink:treats
CHEBI:600103,daptomycin,HP:0100806,Sepsis,biolink:treats
CHEBI:63607,Linezolid,HP:0100806,Sepsis,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,HP:0100806,Sepsis,biolink:treats
CHEBI:8232,Piperacillin,HP:0100806,Sepsis,biolink:treats
CHEBI:8382,Prednisone,HP:0100806,Sepsis,biolink:treats
CHEBI:8389,Conjugated estrogens,HP:0100806,Sepsis,biolink:treats
PUBCHEM.COMPOUND:9855350,GENTAMICIN SULFATE,HP:0100806,Sepsis,biolink:treats
UNII:2XI226J1HS,Pazufloxacin mesylate,HP:0100806,Sepsis,biolink:treats
UNII:71WO621TJD,VANCOMYCIN HYDROCHLORIDE,HP:0100806,Sepsis,biolink:treats
CHEBI:3996,Cyclobenzaprine,HP:0100809,Scalp tenderness,biolink:treats
CHEBI:31485,Difluprednate,HP:0200026,Ocular pain,biolink:treats
CHEBI:3636,Chloroprocaine,HP:0200026,Ocular pain,biolink:treats
CHEBI:4462,DEXAMETHASONE SODIUM PHOSPHATE,HP:0200026,Ocular pain,biolink:treats
CHEBI:59176,BROMFENAC SODIUM,HP:0200026,Ocular pain,biolink:treats
CHEBI:6129,Ketorolac,HP:0200026,Ocular pain,biolink:treats
CHEBI:17833,Gentamicin,HP:0200042,Skin ulcer,biolink:treats
CHEBI:6456,Lidocaine,HP:0200042,Skin ulcer,biolink:treats
CHEBI:17544,hydrogencarbonate,HP:0200114,Metabolic alkalosis,biolink:treats
CHEBI:26710,Sodium chloride,HP:0200114,Metabolic alkalosis,biolink:treats
CHEBI:29103,Potassium cation,HP:0200114,Metabolic alkalosis,biolink:treats
CHEBI:32588,Potassium chloride,HP:0200114,Metabolic alkalosis,biolink:treats
CHEBI:4508,DICLOFENAC POTASSIUM,HP:0200114,Metabolic alkalosis,biolink:treats
CHEBI:17439,Cyanocobalamin,HP:0200118,Malabsorption of Vitamin B12,biolink:treats
PUBCHEM.COMPOUND:129669021,Hydroxocobalamin hydrochloride,HP:0200118,Malabsorption of Vitamin B12,biolink:treats
DRUGBANK:DB10400,Dermatophagoides farinae,HP:0410324,Dust mite allergy,biolink:treats
CHEBI:28918,Epinephrine,HP:0410330,Meat allergen allergy,biolink:treats
CHEBI:29103,Potassium cation,HP:0500001,Body odor,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,HP:0500001,Body odor,biolink:treats
CHEBI:6931,Midazolam,HP:0500017,Abnormal cardiac catheterization,biolink:treats
CHEBI:5062,Finasteride,HP:5200276,Decreased need for sleep,biolink:treats
CHEBI:17824,Isopropyl alcohol,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:3077,Betamethasone,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:3215,Bupivacaine,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:3897,Cortisone acetate,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:44241,Metyrapone,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:4462,DEXAMETHASONE SODIUM PHOSPHATE,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:6456,Lidocaine,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:8382,Prednisone,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:8890,Ropivacaine,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:9667,Triamcinolone,MONDO:0000004,adrenocortical insufficiency,biolink:treats
PUBCHEM.COMPOUND:122361353,7-Methyltryptophan(9)-cosyntropin,MONDO:0000004,adrenocortical insufficiency,biolink:treats
CHEBI:4911,Etoposide,MONDO:0000009,"inherited bleeding disorder, platelet-type",biolink:treats
CHEBI:4450,Desmopressin,MONDO:0000022,nocturnal enuresis,biolink:treats
UNII:6D848RA61B,Somatrogon,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:treats
UNII:8FOJ430U94,Somapacitan,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:treats
UNII:NQX9KB6PCL,Somatotropin,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:treats
UNII:OP35X9610Y,Lonapegsomatropin,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:treats
CHEBI:17076,Streptomycin,MONDO:0000070,"Mycobacterium tuberculosis, susceptibility",biolink:treats
CHEBI:3746,clindamycin phosphate,MONDO:0000082,pelvic organ prolapse,biolink:treats
CHEBI:18420,Magnesium cation,MONDO:0000088,precocious puberty,biolink:treats
CHEBI:49544,Chromic cation,MONDO:0000088,precocious puberty,biolink:treats
RXCUI:1119566,ascorbic acid / cholecalciferol / cuprous oxide / folic acid / magnesium oxide / niacin / polysaccharide iron complex / potassium iodide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E / zinc oxide Oral Capsule,MONDO:0000088,precocious puberty,biolink:treats
CHEBI:2663,Amiodarone,MONDO:0000190,ventricular fibrillation,biolink:treats
CHEBI:31760,LANDIOLOL HYDROCHLORIDE,MONDO:0000190,ventricular fibrillation,biolink:treats
CHEBI:77733,Verapamil,MONDO:0000190,ventricular fibrillation,biolink:treats
CHEBI:9207,SOTALOL HYDROCHLORIDE,MONDO:0000190,ventricular fibrillation,biolink:treats
CHEBI:17824,Isopropyl alcohol,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:3077,Betamethasone,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:3215,Bupivacaine,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:3897,Cortisone acetate,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:4462,DEXAMETHASONE SODIUM PHOSPHATE,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:48390,Cinacalcet,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:6456,Lidocaine,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:8378,Prednisolone,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:8382,Prednisone,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:8499,Propranolol,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:8890,Ropivacaine,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:9667,Triamcinolone,MONDO:0000212,"hypercalcemia, infantile",biolink:treats
CHEBI:34730,DOXYCYCLINE HYCLATE,MONDO:0000225,human monocytic ehrlichiosis,biolink:treats
CHEBI:10023,Voriconazole,MONDO:0000240,invasive aspergillosis,biolink:treats
CHEBI:59900,caspofungin acetate,MONDO:0000240,invasive aspergillosis,biolink:treats
CHEBI:64355,Posaconazole,MONDO:0000240,invasive aspergillosis,biolink:treats
CHEBI:85979,Isavuconazole,MONDO:0000240,invasive aspergillosis,biolink:treats
CHEBI:27779,Griseofulvin,MONDO:0000242,tinea barbae,biolink:treats
CHEBI:8382,Prednisone,MONDO:0000256,systemic mycosis,biolink:treats
CHEBI:16684,Atropine,MONDO:0000257,acute diarrhea,biolink:treats
CHEBI:6532,Loperamide,MONDO:0000257,acute diarrhea,biolink:treats
CHEBI:28304,Heparin,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:3077,Betamethasone,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:41423,Celecoxib,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:4735,Edetic acid,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:59936,ciprofloxacin hydrochloride hydrate,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:7003,MORPHINE SULFATE,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:8382,Prednisone,MONDO:0000263,laryngotracheitis,biolink:treats
CHEBI:6076,Itraconazole,MONDO:0000266,pulmonary aspergilloma,biolink:treats
CHEBI:85977,ISAVUCONAZONIUM SULFATE,MONDO:0000266,pulmonary aspergilloma,biolink:treats
CHEBI:34730,DOXYCYCLINE HYCLATE,MONDO:0000290,primary amebic meningoencephalitis,biolink:treats
CHEBI:10023,Voriconazole,MONDO:0000304,penicilliosis,biolink:treats
CHEBI:18367,Phosphate ion,MONDO:0000313,hypophosphatemia,biolink:treats
CHEBI:29103,Potassium cation,MONDO:0000313,hypophosphatemia,biolink:treats
CHEBI:34683,"Sodium phosphate, dibasic",MONDO:0000313,hypophosphatemia,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0000313,hypophosphatemia,biolink:treats
CHEBI:144421,ferric citrate,MONDO:0000328,hyperphosphatemia,biolink:treats
CHEBI:192761,Iron sucrose,MONDO:0000328,hyperphosphatemia,biolink:treats
CHEBI:29034,Ferric cation,MONDO:0000328,hyperphosphatemia,biolink:treats
CHEBI:29108,Calcium cation,MONDO:0000328,hyperphosphatemia,biolink:treats
CHEBI:31428,Colestilan chloride,MONDO:0000328,hyperphosphatemia,biolink:treats
CHEBI:32127,sevelamer,MONDO:0000328,hyperphosphatemia,biolink:treats
CHEBI:49701,Lanthanum III cation,MONDO:0000328,hyperphosphatemia,biolink:treats
PUBCHEM.COMPOUND:176168,Lanthanum carbonate hydrate,MONDO:0000328,hyperphosphatemia,biolink:treats
UNII:3160WY51LV,Bixalomer,MONDO:0000328,hyperphosphatemia,biolink:treats
UNII:87PZU03K0K,Ferric oxyhydroxide,MONDO:0000328,hyperphosphatemia,biolink:treats
UNII:9YCX42I8IU,sevelamer carbonate,MONDO:0000328,hyperphosphatemia,biolink:treats
UNII:Q91187K011,Tetraferric tricitrate decahydrate,MONDO:0000328,hyperphosphatemia,biolink:treats
UNII:WYD79216A6,Tenapanor,MONDO:0000328,hyperphosphatemia,biolink:treats
UNII:X127TT7PK9,STEARYL FUMARIC ACID,MONDO:0000328,hyperphosphatemia,biolink:treats
CHEBI:50673,Methimazole,MONDO:0000334,multinodular goiter,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0000334,multinodular goiter,biolink:treats
CHEBI:6484,LIOTHYRONINE SODIUM,MONDO:0000334,multinodular goiter,biolink:treats
CHEBI:8502,Propylthiouracil,MONDO:0000334,multinodular goiter,biolink:treats
DRUGBANK:DB09100,"Thyroid, porcine",MONDO:0000334,multinodular goiter,biolink:treats
MESH:D013962,Thyroid (USP),MONDO:0000334,multinodular goiter,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0000351,disorder of methionine catabolism,biolink:treats
CHEBI:7820,Oxandrolone,MONDO:0000351,disorder of methionine catabolism,biolink:treats
RXCUI:606589,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution,MONDO:0000351,disorder of methionine catabolism,biolink:treats
CHEBI:16664,Albendazole,MONDO:0000367,taeniasis,biolink:treats
CHEBI:34730,DOXYCYCLINE HYCLATE,MONDO:0000367,taeniasis,biolink:treats
CHEBI:40009,Cycloserine,MONDO:0000368,extrapulmonary tuberculosis,biolink:treats
CHEBI:6076,Itraconazole,MONDO:0000368,extrapulmonary tuberculosis,biolink:treats
CHEBI:46345,Fluorouracil,MONDO:0000380,paranasal sinus carcinoma,biolink:treats
PUBCHEM.COMPOUND:6917964,OCTREOTIDE ACETATE,MONDO:0000386,"digestive system neuroendocrine tumor, grade 1/2",biolink:treats
CHEBI:187893,Baclofen,MONDO:0000396,spastic cerebral palsy,biolink:treats
CHEBI:4911,Etoposide,MONDO:0000425,X-linked disease,biolink:treats
CHEBI:46345,Fluorouracil,MONDO:0000432,lymphoplasmacytic lymphoma,biolink:treats
CHEBI:52717,Bortezomib,MONDO:0000432,lymphoplasmacytic lymphoma,biolink:treats
CHEBI:76612,Ibrutinib,MONDO:0000432,lymphoplasmacytic lymphoma,biolink:treats
UNII:U374135N48,Tirabrutinib hydrochloride,MONDO:0000432,lymphoplasmacytic lymphoma,biolink:treats
CHEBI:4911,Etoposide,MONDO:0000437,cerebellar ataxia,biolink:treats
CHEBI:17544,hydrogencarbonate,MONDO:0000440,metabolic acidosis,biolink:treats
CHEBI:29101,Sodium cation,MONDO:0000440,metabolic acidosis,biolink:treats
CHEBI:30769,Citric acid,MONDO:0000440,metabolic acidosis,biolink:treats
CHEBI:32139,Sodium bicarbonate,MONDO:0000440,metabolic acidosis,biolink:treats
CHEBI:422,L-Lactic acid,MONDO:0000440,metabolic acidosis,biolink:treats
CHEBI:6129,Ketorolac,MONDO:0000440,metabolic acidosis,biolink:treats
DRUGBANK:DB15621,Influenza A virus A/South Australia/34/2019 IVR-197 (H3N2) antigen (formaldehyde inactivated),MONDO:0000440,metabolic acidosis,biolink:treats
CHEBI:92769,Iobenguane,MONDO:0000448,paraganglioma,biolink:treats
CHEBI:167450,Monomethyl fumarate,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
CHEBI:28887,Ofatumumab,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
CHEBI:567361,Cladribine,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
CHEBI:5938,Interferon beta-1b,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
CHEBI:63112,FINGOLIMOD HYDROCHLORIDE,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
CHEBI:68540,Teriflunomide,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
PUBCHEM.COMPOUND:65370,Glatiramer,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
UNII:3A189DH42V,Alemtuzumab,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
UNII:RR6P8L282I,Siponimod,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
UNII:XRO4566Q4R,Interferon beta-1a,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
UNII:Z7G02XZ0M6,SIPONIMOD FUMARIC ACID,MONDO:0000450,secondary progressive multiple sclerosis,biolink:treats
UNII:A10SJL62JY,Ocrelizumab,MONDO:0000451,primary progressive multiple sclerosis,biolink:treats
CHEBI:50727,MITOXANTRONE HYDROCHLORIDE,MONDO:0000452,progressive relapsing multiple sclerosis,biolink:treats
UNII:XRO4566Q4R,Interferon beta-1a,MONDO:0000452,progressive relapsing multiple sclerosis,biolink:treats
CHEBI:17824,Isopropyl alcohol,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:28918,Epinephrine,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:3077,Betamethasone,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:3897,Cortisone acetate,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:4462,DEXAMETHASONE SODIUM PHOSPHATE,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:5781,HYDROCORTISONE SODIUM PHOSPHATE,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:6456,Lidocaine,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:8378,Prednisolone,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:8382,Prednisone,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:8890,Ropivacaine,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:9667,Triamcinolone,MONDO:0000465,atrioventricular block,biolink:treats
CHEBI:6456,Lidocaine,MONDO:0000466,first-degree atrioventricular block,biolink:treats
CHEBI:68558,Ticagrelor,MONDO:0000466,first-degree atrioventricular block,biolink:treats
PUBCHEM.COMPOUND:452520,4-biThienyl-2-SEt(4-MePip)Pyrimidine,MONDO:0000466,first-degree atrioventricular block,biolink:treats
CHEBI:16684,Atropine,MONDO:0000467,second-degree atrioventricular block,biolink:treats
UNII:2XOI31YC4N,Pretomanid,MONDO:0000467,second-degree atrioventricular block,biolink:treats
CHEBI:28918,Epinephrine,MONDO:0000468,third-degree atrioventricular block,biolink:treats
DRUGBANK:DB00083,Botulinum toxin type A,MONDO:0000481,cervical dystonia,biolink:treats
UNII:0Y70779M1F,Botulinum toxin type B,MONDO:0000481,cervical dystonia,biolink:treats
CHEBI:31696,Indocyanine green,MONDO:0000492,chronic venous insufficiency,biolink:treats
CHEBI:17905,Coenzyme M,MONDO:0000496,hemorrhagic cystitis,biolink:treats
CHEBI:5864,Ifosfamide,MONDO:0000496,hemorrhagic cystitis,biolink:treats
CHEBI:27902,Tetracycline,MONDO:0000554,endocervical adenocarcinoma,biolink:treats
CHEBI:34730,DOXYCYCLINE HYCLATE,MONDO:0000554,endocervical adenocarcinoma,biolink:treats
CHEBI:4846,ERYTHROMYCIN ESTOLATE,MONDO:0000554,endocervical adenocarcinoma,biolink:treats
CHEBI:50694,Minocycline,MONDO:0000554,endocervical adenocarcinoma,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0000554,endocervical adenocarcinoma,biolink:treats
CHEBI:2676,Amoxicillin,MONDO:0000565,infective endocarditis,biolink:treats
CHEBI:28001,Vancomycin,MONDO:0000565,infective endocarditis,biolink:treats
CHEBI:31518,DORIPENEM MONOHYDRATE,MONDO:0000565,infective endocarditis,biolink:treats
CHEBI:3514,Ceftriaxone disodium salt hemiheptahydrate,MONDO:0000565,infective endocarditis,biolink:treats
CHEBI:59936,ciprofloxacin hydrochloride hydrate,MONDO:0000565,infective endocarditis,biolink:treats
CHEBI:600103,daptomycin,MONDO:0000565,infective endocarditis,biolink:treats
CHEBI:63598,Levofloxacin,MONDO:0000565,infective endocarditis,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0000565,infective endocarditis,biolink:treats
UNII:71WO621TJD,VANCOMYCIN HYDROCHLORIDE,MONDO:0000565,infective endocarditis,biolink:treats
CHEBI:6722,megestrol,MONDO:0000569,autoimmune disorder of endocrine system,biolink:treats
CHEBI:6888,Methylprednisolone,MONDO:0000597,Munchausen by proxy,biolink:treats
CHEBI:8382,Prednisone,MONDO:0000597,Munchausen by proxy,biolink:treats
CHEBI:40279,Allopurinol,MONDO:0000608,familial juvenile hyperuricemic nephropathy,biolink:treats
CHEBI:229213,Elacestrant,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
CHEBI:229222,Capivasertib,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
CHEBI:230905,Ribociclib,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
CHEBI:231344,Talazoparib,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
CHEBI:31638,Fulvestrant,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
CHEBI:49603,Lapatinib,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
CHEBI:68478,Everolimus,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
CHEBI:85993,Palbociclib,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
UNII:60UAB198HK,Abemaciclib,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
UNII:DA64T2C2IO,Sacituzumab govitecan,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
UNII:DPT0O3T46P,Pembrolizumab,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
UNII:P188ANX8CK,Trastuzumab,MONDO:0000618,Her2-receptor negative breast cancer,biolink:treats
CHEBI:5864,Ifosfamide,MONDO:0000646,ovarian benign neoplasm,biolink:treats
CHEBI:4508,DICLOFENAC POTASSIUM,MONDO:0000675,pain agnosia,biolink:treats
CHEBI:7454,Nalbuphine,MONDO:0000675,pain agnosia,biolink:treats
RXCUI:321369,Oraqix,MONDO:0000675,pain agnosia,biolink:treats
CHEBI:4466,Dexmedetomidine,MONDO:0000693,bipolar II disorder,biolink:treats
CHEBI:6446,levothyroxine sodium anhydrous,MONDO:0000693,bipolar II disorder,biolink:treats
CHEBI:8707,Quetiapine,MONDO:0000693,bipolar II disorder,biolink:treats
CHEBI:3219,Bupropion,MONDO:0000694,seasonal affective disorder,biolink:treats
CHEBI:4562,Dihydroergotamine,MONDO:0000700,familial hemiplegic migraine,biolink:treats
CHEBI:28001,Vancomycin,MONDO:0000705,Clostridium difficile colitis,biolink:treats
